name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag          fill          mean           std          skew          kurt           rms           w20           w50          wm50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec         v_rad        x_peak        y_peak        z_peak       ra_peak      dec_peak    v_rad_peak
-             -           pix           pix           pix           pix           pix           pix           pix           pix           pix             -       Jy/beam       Jy/beam        Jy*m/s             -             -             -       JY/BEAM       JY/BEAM             -             -       Jy/beam           m/s           m/s           m/s           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix        Jy*m/s           deg           deg           m/s           pix           pix           pix           deg           deg           m/s
"MKTCS-HI J054801.38-253629.0"            63    465.460427    604.872114    233.856189           456           477           594           619           222           237          1741  -3.89430e-04      0.004243   1298.498207      1.000000             0      0.162240      6.945850      8.236081      1.446536      1.766224   9.49564e-05   3.19595e+05   2.94655e+05   3.05404e+05      7.903765      4.553876    -36.700180     10.526593      6.362329    -31.871076    319.487765      0.075925      0.086809      0.050916     30.448197     87.005742    -25.608058   1.22664e+07           465           605           231     87.006592    -25.607844   1.23924e+07
"MKTCS-HI J054848.18-253812.5"            64    360.013750    587.356280    232.595714           351           368           579           598           231           237           799  -3.25993e-04   8.23961e-04    166.351669      1.000000             0      0.214286      2.347399      1.359202      0.293323     -0.333736   1.31648e-04   1.37780e+05   6.44836e+04   1.51375e+05      7.047523      5.429996    -26.275242      4.599205      3.609652    -31.655038     14.087668      0.482034      0.533101      0.226435     28.597430     87.200740    -25.636792   1.23220e+07           360           587           232     87.200768    -25.637386   1.23483e+07
"MKTCS-HI J054737.93-254049.4"            65    518.372706    561.548421    236.121397           511           525           554           571           235           237           330  -7.77038e-05   5.65674e-04     68.758281      1.000000             0      0.262346      3.338651      1.399115     -0.099475     -0.671081   7.30586e-05   8.82136e+04   7.84046e+04   8.82136e+04      6.522965      4.303763    -27.553140      5.801222      3.563656    -28.166090    294.882521      0.415032      0.489997      0.100165     10.199215     86.908040    -25.680397   1.21665e+07           518           561           236     86.908730    -25.681311   1.21719e+07
"MKTCS-HI J054747.50-254443.0"            66    496.872317    522.588340    234.022993           488           506           510           535           228           237          1246  -3.26467e-04      0.002570    587.540882      1.000000             0      0.217576      5.679401      4.835588      1.461269      2.565227   8.86569e-05   2.45898e+05   2.18543e+05   2.36303e+05      7.795784      6.068102     25.512495     10.133848      6.488326     23.022717    193.814068      0.152963      0.171573      0.055131     24.049699     86.947905    -25.745285   1.22591e+07           496           524           236     86.949516    -25.742930   1.21719e+07
"MKTCS-HI J054816.32-254846.8"            67    432.068311    481.834593    232.902528           427           445           474           490           230           237           539  -4.45538e-04      0.001491    119.479697      1.000000             0      0.144231      2.725938      3.067550      0.527184      0.676326   1.15014e-04   1.23658e+05   7.04300e+04   1.18072e+05      6.163452      4.116908      9.784636      6.293005      3.687840      7.077422     19.078757      0.303209      0.384523      0.119552     20.520216     87.067993    -25.813003   1.23085e+07           433           482           233     87.066268    -25.812731   1.23042e+07
"MKTCS-HI J054741.18-250627.2"            68    510.616776    905.236565    229.998892           504           520           899           912           227           236           772  -6.48031e-04      0.002590    478.822511      1.000000             0      0.271538      3.991468      2.510682      0.662960      0.520812   1.91845e-04   2.99662e+05   2.86033e+05   2.94473e+05      5.113662      3.964841    -39.806084      5.978540      4.073314    -41.201397    126.329221      0.216910      0.225579      0.146771     40.963529     86.921600    -25.107562   1.24366e+07           510           905           227     86.922736    -25.107955   1.25688e+07
"MKTCS-HI J054730.30-250721.7"            69    535.261238    896.191598    233.253912           524           549           877           910           230           236          1995  -6.82153e-04      0.005911   2136.344696      1.000000             0      0.260390      5.819370      4.832748      1.240163      1.923994   1.85652e-04   2.59624e+05   2.44965e+05   2.53909e+05      9.272855      8.320006    -20.031514     11.666016     10.001904    -15.449719    178.858602      0.140730      0.153433      0.046225     63.724879     86.876255    -25.122682   1.22930e+07           533           895           231     86.880419    -25.124664   1.23924e+07
"MKTCS-HI J054642.52-251900.5"            70    643.353043    779.744155    233.755485           632           654           773           788           228           236           764  -3.97256e-04      0.001157    117.136295      1.000000             8      0.114676      3.190319      2.696026      0.040347     -0.036451   1.10040e-04   1.46283e+05   1.13440e+05   1.35293e+05      6.129042      4.729133     65.642090      5.121787      3.877749     45.036344     53.750979      0.554217      0.380506      0.264946     23.374069     86.677151    -25.316792   1.22709e+07           644           779           234     86.675958    -25.318032   1.22601e+07
"MKTCS-HI J054558.72-252651.6"            71    742.170111    701.091732    228.054129           736           750           695           707           226           236           520  -3.81735e-04      0.001004     91.598132      1.000000             0      0.189164      2.509920      2.387167     -0.112517      0.650889   8.63034e-05   1.88822e+05   1.08310e+05   1.75832e+05      5.100306      3.935484    -70.242337      5.536318      3.809533    -67.601184    301.471034      0.353105      0.278660      0.139049     15.124045     86.494673    -25.447668   1.25223e+07           743           702           227     86.493144    -25.446151   1.25688e+07
"MKTCS-HI J054637.94-253053.3"            72    653.609252    660.932319    233.906496           647           662           653           669           229           236           545  -2.57718e-04   5.22247e-04     66.735344      1.000000             0      0.179487      2.091031      2.048706     -0.465509     -0.536284   7.81853e-05   1.16558e+05   8.60753e+04   1.16063e+05      6.572387      3.941250    -30.240411      5.933692      3.325956    -26.451120     98.179804      0.403280      0.436253      0.160505     14.026895     86.658079    -25.514802   1.22642e+07           655           662           234     86.655512    -25.513020   1.22601e+07
"MKTCS-HI J054653.21-253131.5"            73    619.158568    654.580705    229.363431           602           651           623           675           225           236          3142  -3.39056e-04      0.002937    753.616076      1.000000             0      0.044890      4.756303      5.789820      1.893653      4.077880   8.19830e-05   1.78107e+05   1.17394e+05   1.60150e+05     25.315251      7.729381     44.333453     32.053614      8.990474     44.073946    223.888997      0.423173      0.420017      0.053539     35.315456     86.721699    -25.525417   1.24646e+07           614           660           230     86.731228    -25.516387   1.24365e+07
"MKTCS-HI J054822.91-253640.5"            74    416.914518    602.845050    232.925697           411           427           595           613           226           236           961  -3.77189e-04      0.001268    261.207828      1.000000             0      0.199534      3.399442      2.823510      0.021332     -0.269378   9.87834e-05   2.99208e+05   2.82917e+05   2.93541e+05      5.369059      3.943216      8.551454      5.993080      4.122514      9.930165    195.309948      0.177134      0.216907      0.137864     23.533348     87.095475    -25.611258   1.23075e+07           417           603           235     87.095317    -25.611000   1.22160e+07
"MKTCS-HI J054612.38-254510.6"            75    711.052490    517.983658    228.240914           700           721           500           536           224           236          2487  -3.48886e-04      0.001894    806.982869      1.000000             0      0.156793      4.307156      3.059943      1.092434      1.231003   9.35725e-05   3.50321e+05   2.98335e+05   3.29811e+05      9.907092      6.482936    -11.061823     12.073806      7.441151    -11.051146    190.267717      0.164192      0.253883      0.083638     35.861148     86.551584    -25.752939   1.25141e+07           711           519           230     86.551685    -25.751246   1.24365e+07
"MKTCS-HI J054727.59-254808.1"            76    541.722775    488.455239    232.609621           530           553           478           500           231           236          1374  -2.91698e-04      0.002397    501.293324      1.000000             0      0.337691      5.177922      4.835069      1.313752      1.132571   9.52582e-05   1.71724e+05   1.56921e+05   1.63489e+05      7.022365      6.041529     29.353595      7.869983      6.351927     25.416407     55.976830      0.196423      0.222302      0.060151     27.135241     86.864968    -25.802258   1.23214e+07           542           488           231     86.864456    -25.803017   1.23924e+07
"MKTCS-HI J054606.76-251404.3"            77    724.234546    829.007395    229.662092           714           732           820           837           228           235           802  -5.25669e-04      0.001378    179.171602      1.000000             0      0.173878      3.229962      2.378934     -0.504567      1.162914   1.44915e-04   1.57684e+05   1.27369e+05   1.50412e+05      6.127376      4.916919      7.251709      4.929602      4.474056      8.579396    253.869556      0.392317      0.456729      0.170913     31.538410     86.528181    -25.234528   1.24514e+07           724           830           230     86.528616    -25.232875   1.24365e+07
"MKTCS-HI J054433.59-254930.2"            78    933.289976    474.017243    229.264165           924           944           466           481           228           235           719     -0.001110      0.001520    224.063349      1.000000             0      0.183333      1.996483      1.659450     -0.676463      2.433772   2.36824e-04   1.87771e+05   1.04731e+05   1.16615e+05      7.616033      5.365561    -62.399370      6.747449      3.141039    -61.545219    319.045180      0.648928      0.540260      0.189648     48.800903     86.139956    -25.825067   1.24690e+07           932           474           228     86.142344    -25.825106   1.25247e+07
"MKTCS-HI J054620.09-255102.4"            79    693.607410    459.372863    230.140016           685           703           451           468           227           235          1149  -2.69706e-04      0.001173    329.196761      1.000000             0      0.323280      3.052377      2.099167      0.787707      0.558081   1.17126e-04   2.81916e+05   2.34813e+05   2.63037e+05      6.154080      5.433494    -49.546379      6.744131      5.368435    -56.543586    308.848123      0.289921      0.297170      0.152210     30.510565     86.583723    -25.850666   1.24303e+07           693           459           232     86.584847    -25.851289   1.23483e+07
"MKTCS-HI J054705.94-251805.6"            80    590.418896    788.906508    231.007410           583           599           781           798           230           234           618  -4.27745e-04   9.84936e-04    136.559583      1.000000             0      0.356061      2.847858      2.160714      0.326593      0.537631   9.92703e-05   1.23499e+05   1.10267e+05   1.16761e+05      6.095565      5.140211      7.237073      5.298645      4.462998     -9.664126     81.668594      0.405969      0.435684      0.100088     18.964948     86.774746    -25.301542   1.23921e+07           590           789           232     86.775518    -25.301386   1.23483e+07
"MKTCS-HI J054943.23-252822.7"            81    235.436846    685.126101    230.911460           226           243           673           694           228           234          1043  -8.27461e-04      0.001668    300.383912      1.000000             0      0.231399      1.728468      1.659813      0.346595     -0.333595   2.50167e-04   2.26271e+05   1.11550e+05   1.63554e+05      8.243404      5.923583     18.897810      8.354905      3.767041     19.737356    220.013832      0.473037      0.610877      0.228133     62.088395     87.430131    -25.472969   1.23963e+07           236           686           231     87.429083    -25.471517   1.23924e+07
"MKTCS-HI J054858.49-254138.5"            82    336.891699    552.928787    230.290267           327           345           544           563           228           234          1159  -3.15321e-04      0.003062    458.972162      1.000000             0      0.364992      4.066668      3.557872      1.630151      2.872140   1.55181e-04   2.06191e+05   1.64891e+05   1.92009e+05      6.185847      5.254845    -17.865956      5.967971      4.713697      3.047159     41.161108      0.294443      0.323896      0.116751     40.599414     87.243720    -25.694036   1.24237e+07           337           553           229     87.243519    -25.693918   1.24806e+07
"MKTCS-HI J054619.36-251029.0"            83    695.791618    864.935381    230.825349           688           703           858           875           229           233           566  -2.60184e-04   8.99230e-04    141.666572      0.999661             0      0.293333      2.101046      1.334397     -0.044318     -0.546411   1.72099e-04   1.65202e+05   1.12076e+05   1.60615e+05      5.885178      5.223109     10.685525      4.063371      3.160423    -62.275963     94.432898      0.559379      0.633474      0.189094     31.464827     86.580674    -25.174719   1.24001e+07           695           864           231     86.582130    -25.176280   1.23924e+07
"MKTCS-HI J054725.26-251655.2"            84    546.743115    800.620751    230.436565           540           555           793           809           217           233           968  -3.61705e-04      0.001083    139.315511      1.000000             0      0.151207      1.790589      2.393076      0.357216      0.059998   1.08419e-04   2.32266e+05   1.18400e+05   1.30156e+05      6.345211      4.185395      7.581071      6.428632      2.985650      7.749186     46.042223      0.304094      0.380559      0.454210     25.922778     86.855247    -25.281986   1.24173e+07           546           801           231     86.856617    -25.281353   1.23924e+07
"MKTCS-HI J054859.62-254739.3"            85    334.567801    492.785973    231.191255           327           343           485           501           229           233           848  -3.92143e-04      0.001669    276.811623      1.000000             0      0.542149      2.936771      2.060292      0.698738      0.159404   1.24205e-04   1.73234e+05   1.51485e+05   1.66878e+05      5.709204      5.329147     -0.438330      5.342939      5.029677      0.436467     50.623375      0.282355      0.312058      0.102280     27.795488     87.248433    -25.794259   1.23840e+07           334           493           231     87.249482    -25.793899   1.23924e+07
"MKTCS-HI J054847.32-250920.2"            86    360.985617    876.058761    225.778187           353           369           868           885           224           232           662     -0.001056      0.001583    141.623113      1.000000             0      0.143098      2.050536      2.150603     -0.793049      0.969903   2.29572e-04   1.38743e+05   1.03722e+05   1.26821e+05      6.089963      4.402153    -25.838868      3.327931      2.789178    -55.489275    276.775051      0.484943      0.604296      0.214313     45.392663     87.197185    -25.155625   1.26227e+07           361           877           226     87.197153    -25.154056   1.26129e+07
"MKTCS-HI J054808.28-253228.0"            87    449.811266    645.008928    226.192845           443           460           633           653           224           232           696  -3.68081e-04      0.002227    209.273445      1.000000             0      0.158730      4.091203      4.581978      1.293462      1.673506   9.33087e-05   1.13167e+05   7.53671e+04   1.09700e+05      5.591348      5.223081     39.108776      6.014676      5.073021      7.043912    344.885664      0.256962      0.234179      0.091562     18.917548     87.034510    -25.541112   1.26044e+07           449           644           226     87.036013    -25.542791   1.26129e+07
"MKTCS-HI J054813.20-254002.5"            88    438.896253    569.227609    226.763625           430           446           561           577           224           232           763  -3.74154e-04      0.001980    252.361552      1.000000             0      0.239316      4.421143      4.050701      1.056839      0.633300   9.91125e-05   1.68430e+05   1.31973e+05   1.54883e+05      5.070642      4.713707    -29.083485      5.351076      4.989465    -36.073783     85.015390      0.217111      0.233460      0.082296     21.039184     87.054987    -25.667374   1.25793e+07           439           569           226     87.054796    -25.667754   1.26129e+07
"MKTCS-HI J054913.51-253129.1"            89    302.635333    654.374213    227.274656           290           315           645           665           222           231          1117  -4.76123e-04   8.10009e-04    253.087478      0.999742             0      0.124333      1.679169      1.035676     -0.236929     -0.167546   1.68987e-04   1.80854e+05   8.80907e+04   1.74608e+05     10.405169      7.336484    -82.569796      9.823810      5.322886    -81.390691    291.867095      0.681881      0.506277      0.176670     43.402903     87.306303    -25.524738   1.25567e+07           302           656           227     87.307464    -25.522024   1.25688e+07
"MKTCS-HI J054606.12-254053.3"            90    725.231859    560.848631    229.485170           716           735           552           568           227           231           550  -3.09661e-04      0.002353    298.508980      1.000000             0      0.282222      5.724269      5.880444      1.222725      0.758641   8.35413e-05   1.22606e+05   9.28074e+04   1.11125e+05      5.642571      5.336446     31.474559      7.282189      6.174187     22.618604    167.198542      0.153527      0.151980      0.046250     15.056387     86.525485    -25.681459   1.24592e+07           726           561           230     86.524065    -25.681204   1.24365e+07
"MKTCS-HI J054619.07-254351.6"            91    696.016260    531.166558    228.526959           687           704           521           543           227           231           487  -3.33234e-04      0.001058    107.123358      1.000000             0      0.156863      3.875423      2.644393     -0.211189      0.910412   8.76813e-05   1.13909e+05   8.06712e+04   1.06869e+05      8.880199      5.747420    -26.028366      7.670860      5.399530    -41.046531    132.578196      0.406777      0.540416      0.068628     14.869948     86.579441    -25.731004   1.25015e+07           694           530           229     86.583169    -25.732953   1.24806e+07
"MKTCS-HI J054834.60-253111.4"            92    390.409968    657.619554    226.860229           381           402           647           668           224           230          1273  -3.68402e-04      0.001791    372.802023      1.000000             0      0.290179      3.522615      2.992026      1.149286      1.120318   1.07910e-04   2.45069e+05   2.15782e+05   2.34947e+05      7.435124      5.667780     34.005329      7.838940      5.431551     32.452655     78.996446      0.276823      0.311855      0.096484     29.587803     87.144168    -25.519846   1.25750e+07           390           658           225     87.144923    -25.519210   1.26570e+07
"MKTCS-HI J054556.41-254500.2"            93    747.023713    519.651108    220.117342           739           756           505           535           209           229          2202  -3.71646e-04      0.002711    885.668583      1.000000             0      0.140212      4.846134      4.572535      1.542559      2.641175   9.00678e-05   5.73591e+05   2.18139e+05   5.74790e+05     12.297902      5.332007      4.537795     13.053105      6.383682      3.328412      3.625179      0.108958      0.228554      0.118874     32.480026     86.485027    -25.750052   1.28724e+07           747           516           217     86.485057    -25.756138   1.30099e+07
"MKTCS-HI J054505.98-252542.6"            94    861.276785    712.262318    227.192955           854           869           706           720           226           228           251  -5.10822e-04      0.001137     75.788043      1.000000             0      0.188889      4.146894      1.842566     -2.029260      6.600796   1.39932e-04   8.82136e+04   6.52850e+04   8.82136e+04      6.032996      3.492140    -64.991874      4.650206      2.943682    -64.410464    113.822769      0.551333      0.451651      0.110896     17.036915     86.274904    -25.428492   1.25603e+07           860           711           227     86.277252    -25.430604   1.25688e+07
"MKTCS-HI J054807.91-252706.7"            95    450.533559    698.566621    226.030697           443           461           688           709           225           228           576  -3.09543e-04      0.003049    277.966329      1.000000             0      0.270370      5.769160      5.828930      1.602236      2.499503   9.41425e-05   9.56498e+04   5.73142e+04   9.56052e+04      6.018690      5.206043     41.855908      6.214596      6.131090    -43.373492    344.812648      0.216964      0.234169      0.038604     17.363405     87.032971    -25.451852   1.26116e+07           451           699           226     87.032108    -25.451131   1.26129e+07
"MKTCS-HI J054526.19-252802.3"            96    815.566575    689.128754    221.824590           807           824           678           702           211           226          1482  -4.96864e-04   7.87853e-04    142.791532      1.000000             0      0.101425      1.620966      1.817595     -0.602494      0.449328   1.13905e-04   3.51310e+05   3.20872e+05   3.48078e+05      8.666353      5.694518     24.202128      6.503746      3.057449     41.271922    258.306580      0.404470      0.530653      0.388042     33.698067     86.359134    -25.467301   1.27971e+07           817           689           220     86.356488    -25.467509   1.28776e+07
"MKTCS-HI J054516.68-253355.7"            97    836.847998    630.155631    224.319361           829           846           622           639           223           226           634  -2.45099e-04      0.001109    142.767942      1.000000             0      0.404514      2.513895      2.074452      0.747612     -0.023848   1.17912e-04   1.24609e+05   9.35846e+04   1.20198e+05      5.873986      5.353538     -7.489347      4.741488      3.908363     -6.416308    230.050518      0.471426      0.503714      0.129418     22.816139     86.319489    -25.565478   1.26871e+07           836           630           224     86.321055    -25.565742   1.27011e+07
"MKTCS-HI J054722.38-254331.4"            98    553.416060    534.579870    225.431794           546           560           525           543           224           226           364  -1.37553e-04   4.97552e-04     68.162065      0.946594             0      0.253561      2.967443      1.115824      0.263060     -0.908132   8.10585e-05   8.20518e+04   6.45467e+04   7.61104e+04      8.616373      4.178097    -30.252755      8.480164      3.186013    -31.164744     93.877521      0.511634      0.663580      0.110720     11.884671     86.843265    -25.725397   1.26380e+07           554           537           226     86.842182    -25.721364   1.26129e+07
"MKTCS-HI J054514.96-254801.1"            99    840.257872    489.241534    224.160327           833           848           480           501           222           226           833  -3.65115e-04      0.001190    239.255314      1.000000             0      0.360000      2.887780      1.807751      0.338173     -0.571783   1.21115e-04   1.76427e+05   1.76427e+05   1.76427e+05      7.071694      4.754277     -4.857687      7.500306      4.445937     -4.555159    217.569488      0.281578      0.401712      0.123010     26.863334     86.312313    -25.800315   1.26941e+07           841           490           225     86.310944    -25.799046   1.26570e+07
"MKTCS-HI J054536.62-253600.9"           100    791.817869    609.421394    221.035676           783           799           599           619           215           225           794  -3.65070e-04      0.001570    221.335158      1.000000             0      0.153023      3.512881      2.901392      0.899113      1.192519   1.00659e-04   1.60332e+05   1.03359e+05   1.49093e+05      6.288013      4.851641     22.449625      7.528726      4.307144     30.371631    219.725745      0.249563      0.309761      0.113064     21.797126     86.402584    -25.600259   1.28319e+07           792           609           221     86.402245    -25.600960   1.28335e+07
"MKTCS-HI J054742.62-252146.9"           101    507.552689    751.954328    220.888873           498           517           742           768           216           223          1474  -3.61224e-04      0.001739    314.469369      1.000000             0      0.229592      3.217845      3.279693      1.575157      2.604545   8.26347e-05   1.65698e+05   1.05236e+05   1.67128e+05      9.933957      5.662966     18.068554     10.218916      5.343761     15.161757    207.655927      0.255298      0.376718      0.115566     24.380879     86.927598    -25.363032   1.28384e+07           508           751           221     86.926775    -25.364623   1.28335e+07
"MKTCS-HI J054727.74-253308.9"           102    541.267399    638.321845    221.983974           527           550           630           648           221           223           595  -1.31253e-04   7.26783e-04    106.126970      1.000000             0      0.262108      2.989904      1.849944      0.256875     -0.153428   6.61823e-05   8.82136e+04   8.82136e+04   8.82136e+04      9.517722      5.705579     61.382853     10.551996      5.078653     63.850344     72.177416      0.525185      0.421017      0.078446     12.406187     86.865583    -25.552479   1.27901e+07           543           637           222     86.862385    -25.554684   1.27894e+07
"MKTCS-HI J054724.04-254120.0"           103    549.667069    556.483977    221.204981           541           559           546           566           219           223           495  -2.49689e-04   8.03043e-04     75.619160      1.000000             0      0.117949      3.306765      2.152060      0.338405      1.563778   7.25400e-05   1.27036e+05   5.90744e+04   1.36978e+05      7.849655      6.331363    -60.316315      7.122080      5.986665    -48.079879    305.371126      0.555667      0.510455      0.121861     12.402762     86.850172    -25.688886   1.28244e+07           547           556           221     86.855106    -25.689690   1.28335e+07
"MKTCS-HI J054620.89-253037.4"           104    692.084755    663.542748    218.996257           682           701           652           674           215           222          1396  -1.97084e-04      0.002827    704.821309      1.000000             0      0.327303      6.246497      5.254716      1.522524      2.360993   8.73126e-05   3.05070e+05   2.88261e+05   3.01606e+05      7.698587      4.856622     30.854524     10.349740      5.814972     32.943466     32.592263      0.124528      0.150385      0.072578     25.070200     86.587029    -25.510386   1.29218e+07           692           664           222     86.587187    -25.509624   1.27894e+07
"MKTCS-HI J054715.55-254309.4"           105    568.797853    538.255540    220.894883           562           577           530           548           218           221           348  -2.76263e-04   6.84437e-04     32.262115      1.000000             0      0.171154      2.904952      3.045758     -0.619103     -0.291809   6.90400e-05   3.11647e+04   1.94780e+04      0.000000      8.807903      5.603812    -11.234290      9.934871      3.075469     -5.943139     -1.000000      0.533754      0.634489      0.151720      9.897575     86.814805    -25.719285   1.28381e+07           567           536           221     86.818133    -25.723043   1.28335e+07
"MKTCS-HI J054551.82-254155.7"           106    757.424533    550.377273    215.175073           750           765           541           561           213           220           829  -3.21963e-04      0.001714    279.638152      1.000000             0      0.268382      3.792981      3.087631      1.218752      1.154789   9.33465e-05   1.62942e+05   1.11974e+05   1.53028e+05      5.854731      4.899625    -29.432678      6.363147      5.093310    -39.564698    309.209405      0.211635      0.244488      0.102073     20.654443     86.465907    -25.698805   1.30904e+07           757           550           215     86.466690    -25.699436   1.30981e+07
"MKTCS-HI J054526.75-254247.9"           107    813.877515    541.528683    213.873265           805           825           532           553           210           220          1591  -4.48191e-04      0.001556    440.148456      1.000000             0      0.217803      3.465351      2.333588      0.569459      0.270556   1.13713e-04   3.47618e+05   3.32814e+05   3.40418e+05      6.136809      5.401671    -58.814108      6.402858      5.585954    -53.903524    307.875144      0.252267      0.238227      0.163882     34.856561     86.361440    -25.713309   1.31478e+07           813           542           211     86.363066    -25.712528   1.32745e+07
"MKTCS-HI J054548.47-253319.1"           108    765.157506    636.460691    216.425783           757           773           628           645           213           219           929  -3.17277e-04   9.78047e-04    134.593654      1.000000             0      0.331169      2.647796      2.250402      0.556259      0.065992   7.88436e-05   1.96492e+05   1.71334e+05   1.87595e+05      6.564706      4.649905     37.573414      5.461891      3.979599      4.284008     64.875330      0.345052      0.361083      0.135200     18.467689     86.451970    -25.555304   1.30352e+07           765           636           215     86.452259    -25.556073   1.30981e+07
"MKTCS-HI J054607.57-253747.4"           109    721.999893    591.821565    216.571003           712           732           582           602           212           219          1391  -2.95670e-04      0.001538    354.844608      1.000000             0      0.324444      3.974528      3.498378      1.233946      1.060090   7.94345e-05   2.16427e+05   1.86017e+05   2.03694e+05      6.818638      5.722037    -33.950676      6.896786      6.000756    -30.804788    126.269296      0.227950      0.233731      0.082023     22.767267     86.531560    -25.629847   1.30288e+07           722           592           218     86.531560    -25.629549   1.29658e+07
"MKTCS-HI J054610.03-252246.1"           110    716.699274    742.060460    216.324059           705           725           733           751           215           218           568  -1.41282e-04   5.47120e-04    101.080412      0.999941             0      0.230769      2.164345      1.012261      0.666246      0.247444   1.05385e-04   1.31088e+05   1.04531e+05   1.26289e+05      9.951011      5.091355     50.855293      6.593158      2.904073     43.767256     61.004164      0.799293      0.707968      0.160828     19.301435     86.541808    -25.379463   1.30397e+07           719           740           216     86.537557    -25.382891   1.30540e+07
"MKTCS-HI J054611.06-254144.0"           111    714.089580    552.406023    215.289205           707           721           546           560           210           218           588  -3.42317e-04      0.001946    221.335259      1.000000             0      0.257117      5.653936      4.289620      0.695778      0.330130   9.24995e-05   1.93529e+05   1.56059e+05   1.80162e+05      4.726879      4.137967    -88.557043      5.440454      4.480880    -86.350078     88.044098      0.201453      0.193771      0.072729     17.237181     86.546066    -25.695561   1.30854e+07           714           552           214     86.546231    -25.696238   1.31422e+07
"MKTCS-HI J054545.72-254405.8"           112    771.104775    528.663315    214.376155           764           780           517           537           213           217           350  -4.26312e-04      0.001239     57.360970      1.000000             0      0.110407      2.546767      3.611771      0.175691     -0.541450   9.00878e-05   1.15219e+05   4.17265e+04   1.17201e+05     11.626148      4.955577     32.413870     12.401150      3.428271     35.645867     34.861287      0.489058      0.653290      0.117182     12.952039     86.440507    -25.734943   1.31256e+07           769           532           215     86.444416    -25.729390   1.30981e+07
"MKTCS-HI J054553.59-254027.1"           113    753.464647    565.157167    210.817743           746           762           553           576           206           216          1230  -3.61996e-04   8.01037e-04    146.251999      1.000000             0      0.167126      2.150313      2.049041      0.057268     -0.052370   1.00439e-04   2.53419e+05   1.63871e+05   2.27238e+05      7.406857      4.896753     -7.592711      6.183974      3.781496     -7.613379    328.712647      0.404050      0.623422      0.241414     27.070354     86.473290    -25.674186   1.32826e+07           754           565           210     86.472299    -25.674446   1.33186e+07
"MKTCS-HI J054649.94-253832.2"           114    626.507392    584.456658    210.088481           618           637           576           595           207           215          1197  -2.79206e-04   5.24247e-04    117.618374      1.000000             0      0.225057      2.142506      1.753930     -0.090906     -0.054601   7.73313e-05   2.68843e+05   2.02961e+05   2.62658e+05      6.651789      6.302532    -52.983406      5.662410      4.355044    -73.216064     73.963794      0.398229      0.446195      0.186640     20.560836     86.708078    -25.642286   1.33147e+07           626           584           209     86.709016    -25.643048   1.33627e+07
"MKTCS-HI J054708.54-253957.1"           115    584.578215    570.315457    209.900574           575           595           560           580           204           214          1363  -2.42344e-04   7.67043e-04    137.559839      1.000000             0      0.195960      2.135312      1.910843      0.785277      0.958202   7.19274e-05   2.55010e+05   1.98435e+05   2.45137e+05      7.001951      5.879977     28.939138      4.472810      4.317990      8.650923    274.747587      0.373042      0.428368      0.192651     20.407047     86.785600    -25.665860   1.33230e+07           585           571           209     86.784820    -25.664720   1.33627e+07
"MKTCS-HI J054715.27-253711.9"           116    569.400945    597.846939    212.454982           559           578           591           605           211           213           304  -6.86007e-05   6.74299e-04     54.141901      1.000000             0      0.206349      3.298369      2.277888      0.195742     -0.801185   7.84697e-05   8.82136e+04   2.47116e+04   8.82136e+04      9.067580      4.663316    -66.107951      7.241679      3.339427    -64.420926    285.605177      0.788071      0.570848      0.147506     10.514220     86.813643    -25.619966   1.32104e+07           572           599           213     86.808838    -25.618046   1.31863e+07
"MKTCS-HI J054717.20-252036.3"           117    564.974845    763.778264    208.736330           557           573           753           774           206           211          1054  -1.71281e-04      0.001913    364.257260      1.000000             0      0.392045      5.018338      3.948556      1.066175      0.503691   1.07650e-04   2.13678e+05   1.91165e+05   2.08451e+05      6.608875      4.379853      8.479250      7.753409      4.518253     10.949607    193.486546      0.202586      0.284154      0.095306     26.857923     86.821675    -25.343410   1.33744e+07           565           764           207     86.821628    -25.343040   1.34510e+07
"MKTCS-HI J054723.41-252220.7"           118    550.961484    746.368367    206.896324           543           558           736           754           201           210           998  -2.74059e-04      0.001549    295.935804      1.000000             0      0.263333      3.986674      3.132213      0.623834      0.466916   9.60926e-05   2.96272e+05   2.77559e+05   2.91729e+05      5.797716      4.292512    -24.767246      6.593439      4.345868    -27.833567    327.269613      0.192038      0.224829      0.128974     23.328852     86.847539    -25.372413   1.34555e+07           551           746           205     86.847469    -25.373027   1.35392e+07
"MKTCS-HI J054528.42-254820.5"           119    809.940645    486.116989    206.125421           798           820           477           495           202           210          1080  -3.83939e-04   7.13739e-04    143.151216      1.000000             0      0.161890      1.632702      1.428489     -0.055632      0.062421   1.09626e-04   2.47459e+05   1.85141e+05   2.37408e+05      9.130390      5.104837    -67.510582      8.853674      3.913543    -77.029398    212.523323      0.607254      0.454962      0.206354     27.686137     86.368420    -25.805681   1.34895e+07           811           486           207     86.366459    -25.805871   1.34510e+07
