name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag          fill          mean           std          skew          kurt           rms           w20           w50          wm50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec         v_rad        x_peak        y_peak        z_peak       ra_peak      dec_peak    v_rad_peak
-             -           pix           pix           pix           pix           pix           pix           pix           pix           pix             -       Jy/beam       Jy/beam        Jy*m/s             -             -             -       JY/BEAM       JY/BEAM             -             -       Jy/beam           m/s           m/s           m/s           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix        Jy*m/s           deg           deg           m/s           pix           pix           pix           deg           deg           m/s
"SoFiAJ054314.92-404252.1"            37    242.588817    675.045064    168.244756           234           253           663           689           162           176          1955  -9.78746e-04      0.003351   1272.729520      1.000000             0      0.159864      2.793225      1.887076      0.806752      0.847354   2.75391e-04   3.93863e+05   3.52983e+05   3.87107e+05     10.448736      6.218143    -22.491476     11.109048      5.663765    -24.944139    157.341829      0.254772      0.345538      0.177916     95.719325     85.812171    -40.714475   1.35049e+07           243           676           165     85.811248    -40.712890   1.36480e+07
"SoFiAJ053904.31-411331.3"            38    716.563815    369.941150    168.999217           706           730           357           381           166           173          1703  -6.12445e-04      0.001843    613.655763      1.000000             0      0.252770      2.470113      2.012964      0.877707      1.163480   1.53204e-04   2.31392e+05   1.39617e+05   2.12135e+05      8.910233      7.468275    -66.874898      9.432220      7.214394    -51.412609     39.942848      0.348613      0.319396      0.095930     49.699830     84.767950    -41.225370   1.34716e+07           715           371           169     84.771422    -41.223613   1.34716e+07
"SoFiAJ053748.19-404447.9"            39    861.584130    656.491461    163.081057           856           869           650           664           160           171           559  -6.48816e-04      0.001545    151.212046      1.000000             0      0.172727      2.241331      2.029352     -0.319795      1.043311   1.72201e-04   1.93174e+05   1.01037e+05   1.84274e+05      5.595621      4.281041    -17.606359      4.131064      3.094690    -39.870979    328.472944      0.358386      0.395879      0.162975     32.005071     84.450776    -40.746638   1.37327e+07           861           656           162     84.452054    -40.747463   1.37804e+07
"SoFiAJ053815.23-405625.1"            40    809.755760    540.591350    160.403336           792           821           525           551           149           170          2585  -5.57552e-04      0.003193    732.632017      1.000000             0      0.078914      3.094902      3.089441      1.273209      3.365580   1.48407e-04   4.75490e+05   4.37035e+05   4.80889e+05      8.631496      7.449847    -80.131245      9.719979      8.035173    -72.157180     50.278269      0.292466      0.251534      0.228256     59.314693     84.563449    -40.940313   1.38508e+07           810           541           164     84.562915    -40.939630   1.36921e+07
"SoFiAJ054115.15-412527.2"            41    470.932984    250.587551    166.992852           461           480           242           260           163           170          1230  -9.58385e-04      0.003615    801.945765      1.000000             0      0.327610      2.747184      2.091201      0.957960      0.614441   2.83649e-04   2.35829e+05   1.84652e+05   2.23728e+05      6.543335      5.885178    -56.974304      5.836544      5.404462    -68.076792    188.013516      0.324098      0.317803      0.131479     78.200806     85.313131    -41.424234   1.35601e+07           471           251           166     85.312979    -41.423547   1.36039e+07
"SoFiAJ053910.53-410208.7"            42    705.171416    483.743720    159.528765           694           714           472           491           157           169          1104  -4.36335e-04      0.002854    550.169699      1.000000             0      0.163462      4.585099      4.381005      1.270232      1.797966   1.13429e-04   2.33045e+05   1.89078e+05   2.15206e+05      6.699994      5.280276     52.826775      8.601200      6.226412     35.456848     52.639359      0.176149      0.171320      0.071382     29.626744     84.793867    -41.035751   1.38894e+07           706           484           158     84.792038    -41.035320   1.39568e+07
"SoFiAJ053932.20-402309.8"            43    664.925139    873.650683    162.209253           656           676           862           884           154           168          1609  -7.18184e-04      0.003302    884.924468      1.000000             0      0.163055      3.343842      3.695310      0.557495     -0.144570   1.89037e-04   3.29485e+05   3.02105e+05   3.19693e+05      7.882411      4.429069    -39.269407      9.950334      4.713926    -38.106413    311.615081      0.170672      0.200012      0.117435     59.607553     84.884187    -40.386045   1.37711e+07           666           874           165     84.881837    -40.385460   1.36480e+07
"SoFiAJ054158.43-402425.2"            44    386.548049    860.565101    163.909804           378           398           853           868           161           168           767  -8.20992e-04      0.002108    317.700728      1.000000             0      0.222500      2.296556      1.901184      0.859647      0.545699   2.42301e-04   1.52648e+05   1.11953e+05   1.48961e+05      6.854295      5.014905     88.497359      5.616618      4.368182    -78.994695    311.515151      0.507991      0.390420      0.150615     52.750916     85.493455    -40.406994   1.36961e+07           385           860           165     85.496849    -40.407922   1.36480e+07
"SoFiAJ053822.00-404420.3"            45    797.567510    661.454482    162.709226           786           811           650           675           156           168          1309  -5.37322e-04      0.002408    315.785055      1.000000             0      0.068654      3.539934      3.981862      0.852296      0.611260   1.42351e-04   2.22484e+05   8.87565e+04   2.28925e+05      8.272383      6.422155     81.950183      7.240016      4.484154    -76.156163    156.431718      0.417248      0.343475      0.189639     40.486304     84.591663    -40.738981   1.37491e+07           798           661           163     84.590707    -40.739735   1.37363e+07
"SoFiAJ054312.50-405747.2"            46    248.492628    525.916751    164.660103           241           257           517           534           157           167           887  -9.93715e-04      0.002070    367.876847      1.000000             0      0.175620      2.375384      1.750999     -0.236673     -0.194792   2.84656e-04   2.93279e+05   2.70039e+05   2.94483e+05      5.860969      4.734956    -19.963389      4.279228      3.512120    -20.276389    157.730947      0.372916      0.417253      0.227879     66.643590     85.802093    -40.963100   1.36630e+07           248           526           164     85.803178    -40.962954   1.36921e+07
"SoFiAJ053853.66-403012.4"            47    738.080804    803.023217    160.521802           723           752           794           816           155           166          1901  -5.62646e-04      0.003812   1226.410443      1.000000             0      0.157884      5.351957      4.034879      1.008589      0.863194   1.67633e-04   3.30232e+05   2.93096e+05   3.25678e+05      8.626704      5.408588     89.557262     10.269421      6.043350     86.601282    271.358962      0.210621      0.154925      0.089110     57.455104     84.723586    -40.503451   1.38456e+07           737           803           163     84.725955    -40.503496   1.37363e+07
"SoFiAJ054124.10-412444.3"            48    454.134425    257.685942    164.017035           446           462           248           267           162           166          1021  -5.62105e-04      0.004116    887.923599      1.000000             0      0.558442      3.593782      2.519182      0.815096      0.104293   3.18077e-04   1.76442e+05   1.76442e+05   1.76442e+05      6.332448      5.041821    -21.597863      6.536252      4.399944    -33.773080    147.384822      0.281741      0.309120      0.101050     79.895420     85.350411    -41.412305   1.36914e+07           454           257           163     85.350715    -41.413448   1.37363e+07
"SoFiAJ053821.80-404206.8"            49    798.060993    683.706449    162.694386           789           809           675           692           161           164           908  -3.88317e-04      0.002931    355.583545      1.000000             0      0.533333      3.258688      3.237145      1.873386      4.210888   1.39975e-04   1.23879e+05   6.98949e+04   1.22609e+05      7.949163      5.533685    -61.916824      7.400821      5.080748    -62.049065    128.800205      0.373947      0.293787      0.081849     33.156555     84.590820    -40.701891   1.37497e+07           796           682           163     84.595333    -40.704752   1.37363e+07
"SoFiAJ053929.22-401705.2"            50    670.724174    934.405864    155.957885           659           680           923           944           151           160           982  -8.32263e-04      0.001009    257.261687      0.938826             0      0.123438      1.467888      1.073460     -0.453833      1.415745   2.35015e-04   1.47563e+05   5.07731e+04   2.95241e+05     10.537308      8.521531     48.991603      8.591863      7.333042     22.135670     64.698669      0.767887      0.721376      0.260951     57.893322     84.871730    -40.284766   1.40469e+07           674           928           156     84.864548    -40.295433   1.40450e+07
"SoFiAJ054021.50-402936.4"            51    571.109915    809.257711    156.341035           562           581           802           817           153           160           400  -4.17087e-04      0.002419    233.091408      1.000000             0      0.115885      5.292982      3.538630      0.773554      0.524487   1.39340e-04   1.10177e+05   7.62637e+04   1.02915e+05      5.892138      5.397356    -69.664858      5.683594      5.502322    -68.651708     33.013257      0.311563      0.275798      0.052471     21.906961     85.089565    -40.493440   1.40300e+07           571           809           156     85.089807    -40.493869   1.40450e+07
"SoFiAJ053756.81-413145.0"            52    842.342220    187.093496    153.470089           834           851           180           196           150           155           622     -0.001317      0.005211    710.932363      1.000000             0      0.232323      2.537871      1.852644      0.416993     -0.513275   6.11717e-04   1.21514e+05   1.09029e+05   1.22110e+05      6.100298      5.813282    -79.236543      4.431602      4.142651    -80.619535     23.378371      0.492013      0.426644      0.188923    119.928563     84.486710    -41.529172   1.41566e+07           841           187           153     84.489697    -41.529342   1.41774e+07
"SoFiAJ053700.23-411942.5"            53    949.300428    306.709565    130.824911           940           962           298           316           125           134          1148     -0.001114      0.003182   1113.833242      1.000000             0      0.148869      2.258233      1.048847      0.016916     -0.498423   5.68620e-04   3.74953e+05   1.44742e+05   3.72597e+05      8.681840      4.939037    -56.795590      7.616771      3.453120    -55.529025    306.816725      0.480516      0.388618      0.275806    151.450076     84.250971    -41.328470   1.51555e+07           948           306           132     84.253843    -41.329671   1.51037e+07
"SoFiAJ053726.21-404021.2"            54    903.547439    700.649819     79.614155           888           916           692           709            77            82          1541  -6.03375e-04      0.002056    752.214370      1.000000             0      0.425725      2.095533      1.518865      0.850768      0.622681   2.31656e-04   2.12458e+05   1.43322e+05   2.06363e+05     12.319250      5.771830    -75.288422     12.100803      4.503295    -69.222044    306.177937      0.533322      0.321112      0.107522     71.486043     84.359197    -40.672546   1.74144e+07           908           701            80     84.349419    -40.671906   1.73974e+07
"SoFiAJ053719.75-404417.8"            55    915.471301    661.109326     77.691962           908           923           652           669            70            81           926  -7.88816e-04      0.001407    329.459109      0.999999             0      0.164583      2.006610      1.361214      0.098842     -0.030390   2.37003e-04   3.40001e+05   1.65112e+05   4.85215e+05      6.385029      5.544960     15.562751      5.093447      3.516576     38.944807    297.661281      0.406801      0.462937      0.416657     56.693770     84.332308    -40.738291   1.74992e+07           916           660            78     84.331126    -40.740133   1.74856e+07
"SoFiAJ053819.59-401711.7"            56    803.505515    932.853611     77.362434           795           810           925           944            75            80           639     -0.001142      0.002307    327.775545      1.000000             0      0.197619      2.627113      1.645876     -0.637109      0.480949   3.00644e-04   1.93581e+05   1.35079e+05   1.75611e+05      6.496304      4.285886     22.472439      5.609175      3.218032     12.579648    191.372941      0.369706      0.483359      0.171934     59.742066     84.581611    -40.286597   1.75138e+07           804           932            77     84.580521    -40.288015   1.75298e+07
"SoFiAJ054156.10-410722.3"            57    393.212878    431.075748     71.899791           381           404           418           441            68            74          1303  -6.19447e-04   7.79603e-04    317.206892      0.999317             0      0.192240      1.597377      1.145352     -0.761264      2.218727   1.81542e-04   2.10611e+05   1.85468e+05   2.06292e+05     11.249500      7.221133    -51.222935     10.460769      6.197097    -50.748409    310.790575      0.617187      0.536257      0.204217     51.514172     85.483768    -41.122864   1.77547e+07           397           434            72     85.475356    -41.118023   1.77503e+07
"SoFiAJ053628.15-405229.5"            58   1012.354002    578.274447     68.211675          1003          1020           567           589            61            73          1870     -0.001448      0.002703    748.143866      1.000000             0      0.246229      1.331489      1.674123      0.108691     -0.279499   3.56424e-04   3.64169e+05   3.34417e+05   3.58797e+05      9.817556      6.554046      4.446267      7.854463      4.342062      9.359837      2.810217      0.346025      0.461849      0.234159    121.161430     84.117311    -40.874866   1.79174e+07          1013           578            66     84.115881    -40.875313   1.80150e+07
"SoFiAJ054210.22-405309.5"            59    365.783668    573.060370     69.851695           357           377           562           582            61            72          1059  -5.56209e-04      0.001333    207.669529      1.000000             0      0.131852      2.007340      2.214391      0.447177      0.413600   1.56157e-04   1.27321e+05   9.13974e+04   4.85215e+05      9.116059      5.954869    -32.778657      7.123491      3.477560    -20.355128    141.531711      0.533975      0.542311      0.339902     39.947086     85.542598    -40.885971   1.78451e+07           365           574            70     85.544313    -40.884398   1.78385e+07
"SoFiAJ054332.58-403851.1"            60    208.734846    714.888980     41.369445           198           222           699           730            39            45          1094     -0.001344      0.001578    495.870483      0.793756             0      0.067669      1.749437      1.355779     -1.398546      2.987320   3.40308e-04   1.93542e+05   1.24567e+05   1.87173e+05     15.656530      7.820984     30.449855     14.203367      6.515034     23.702796     75.628650      0.646360      0.910072      0.179085     88.482471     85.885755    -40.647541   1.91014e+07           205           719            42     85.893870    -40.640629   1.90736e+07
"SoFiAJ053814.04-412116.5"            61    810.660014    292.026853     34.084204           797           821           283           300            30            38          1068  -6.27865e-04      0.001315    406.235184      0.805679             0      0.142788      1.574834      0.942405      0.242131     -0.233721   3.02967e-04   3.03031e+05   5.80731e+04   3.03908e+05     10.937440      6.133644     73.544825      9.642860      4.457172     63.867984    252.559636      0.811197      0.525052      0.340687     77.831886     84.558508    -41.354580   1.94228e+07           815           291            32     84.548859    -41.356253   1.95147e+07
# ==================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================

#Abell-3266
name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag          fill          mean           std          skew          kurt           rms           w20           w50          wm50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec         v_rad        x_peak        y_peak        z_peak       ra_peak      dec_peak    v_rad_peak
-             -           pix           pix           pix           pix           pix           pix           pix           pix           pix             -       Jy/beam       Jy/beam        Jy*m/s             -             -             -       JY/BEAM       JY/BEAM             -             -       Jy/beam           m/s           m/s           m/s           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix        Jy*m/s           deg           deg           m/s           pix           pix           pix           deg           deg           m/s
"MKTCS-HI J043315.54-611158.2"             1    465.787081    746.153779    459.817505           454           475           741           754           457           466           515  -9.67150e-04      0.004090    431.732855      1.000000             0      0.137917      3.926441      3.686688      0.284295      0.366439   2.61925e-04   1.50829e+05   1.15258e+05   1.39574e+05      7.514256      4.472118     79.408864      8.870704      4.698681     82.375021     97.951282      0.320869      0.206728      0.086204     41.950338     68.314735    -61.199502   6.91673e+06           465           745           459     68.317486    -61.201416   6.95279e+06
"MKTCS-HI J042617.01-614529.3"             2    963.258444    407.894122    460.384869           954           974           400           417           455           462           853     -0.002643      0.006492   1105.341625      1.000000             0      0.213889      2.558199      1.697309      0.337526      0.556348   7.91565e-04   2.31502e+05   1.14666e+05   1.43693e+05      7.864612      5.787095     60.873922      6.231396      4.703205     60.415348    122.505913      0.499216      0.451734      0.167432    163.160652     66.570857    -61.758129   6.89170e+06           962           409           461     66.575365    -61.756327   6.86457e+06
"MKTCS-HI J043257.38-614500.7"             3    489.621876    415.884727    459.151159           482           497           408           424           457           460           358  -3.68897e-04      0.004137    254.176079      1.000000             0      0.236364      5.512348      3.256473      0.851548     -0.148523   2.50394e-04   8.01386e+04   5.14643e+04   7.96678e+04      5.838483      4.880388    -16.039959      5.504516      4.553836     -5.112367    151.025296      0.379811      0.476905      0.091400     33.436468     68.239089    -61.750201   6.94612e+06           490           416           459     68.237755    -61.750013   6.95279e+06
"MKTCS-HI J043256.05-611530.9"             4    489.463520    710.855319    452.673709           478           500           704           718           451           459           836  -7.58020e-04      0.002008    251.075317      1.000000             0      0.189542      2.485437      1.854994      0.365961      0.695344   2.10281e-04   1.49377e+05   9.64673e+04   1.27004e+05      9.046882      4.197581     81.408805      7.679643      3.148389     77.798573    275.237452      0.629041      0.374846      0.190261     42.909856     68.233542    -61.258589   7.23183e+06           489           710           452     68.235166    -61.260010   7.26155e+06
"MKTCS-HI J043332.90-613059.4"             5    446.439533    555.796005    454.005199           430           459           548           565           448           457          1304  -9.53963e-04      0.003145    288.052023      1.000000             0      0.154861      2.177225      3.166344      0.447503      0.519793   1.99023e-04   1.37249e+05   7.81736e+04   1.37193e+05      8.604073      5.153384     76.009752      9.104736      4.233808     79.473839    276.969136      0.502530      0.341573      0.131767     50.722054     68.387080    -61.516509   7.17310e+06           446           555           454     68.388639    -61.517830   7.17333e+06
"MKTCS-HI J043140.17-610010.6"             6    580.523883    864.557455    453.869966           568           593           853           876           443           456          1661     -0.001249      0.004885   1154.474411      1.000000             0      0.130159      3.659815      2.831312      0.504243      0.486415   3.40324e-04   2.00121e+05   1.59994e+05   1.90379e+05      8.175452      7.275937    -84.100319      8.381933      7.030993    -73.891628    183.983859      0.333556      0.264905      0.119104     97.888456     67.917377    -61.002939   7.17907e+06           580           863           453     67.919184    -61.005534   7.21744e+06
"MKTCS-HI J043400.71-612643.2"             7    412.858732    598.196760    451.365621           401           423           588           608           448           455          1367  -6.09968e-04      0.001987    563.430577      1.000000             0      0.253431      2.400775      1.345400      0.654663      0.360722   2.52004e-04   3.02817e+05   2.20420e+05   2.90698e+05      9.222010      6.160762    -47.056472      8.969617      4.917108    -44.364751    153.843948      0.474935      0.469800      0.200802     65.757590     68.502950    -61.445334   7.28953e+06           413           597           450     68.502499    -61.447331   7.34977e+06
"MKTCS-HI J043530.43-613625.8"             8    307.179142    499.730540    451.472393           296           323           491           515           445           454          1405     -0.001727      0.005915   1490.275761      1.000000             0      0.137321      3.903805      3.096948      0.452032     -0.191398   4.25728e-04   2.12114e+05   1.72402e+05   1.92771e+05      8.460989      6.618283    -71.186869      8.257614      6.327634     81.774310    106.901981      0.340136      0.304465      0.118468    112.622439     68.876802    -61.607165   7.28482e+06           307           499           452     68.877470    -61.608378   7.26155e+06
"MKTCS-HI J043336.30-612608.0"             9    441.976812    604.329148    451.068202           428           456           589           616           447           453          1514  -8.79700e-04      0.006386   1408.259862      1.000000             0      0.201863      6.093429      4.807331      1.231580      1.538876   2.10558e-04   1.39192e+05   8.55603e+04   1.30083e+05      9.636157      7.575722     40.735940     11.830451      8.608108     41.313365    192.945657      0.208352      0.207594      0.032841     57.821445     68.401243    -61.435562   7.30265e+06           442           605           451     68.401143    -61.434444   7.30566e+06
"MKTCS-HI J042727.46-620550.6"            10    876.835231    205.818603    436.360078           866           889           197           215           434           442          1090     -0.003039      0.007279   1799.577711      0.955019             0      0.150997      1.633865      1.117965     -0.213242     -0.326996      0.001338   3.52872e+05   1.44697e+05   3.52872e+05     11.118356      5.450302     64.735234     10.037358      3.844670     62.955252     60.900615      0.698996      0.502143      0.287122    311.695817     66.864425    -62.097385   7.95141e+06           876           206           436     66.867409    -62.097104   7.96729e+06
"MKTCS-HI J043012.24-620836.1"            11    683.941024    180.133158    428.989583           669           695           173           189           420           439          1858     -0.003126      0.004165   1054.133938      1.000000             0      0.098485      1.517038      1.634425     -1.018968      0.762546   8.73952e-04   4.27145e+05   2.53357e+05   4.13287e+05     10.132715      6.107207     82.678357      8.092404      2.298095     49.261543    248.011188      0.724999      0.382129      0.433496    265.867264     67.551007    -62.143363   8.27652e+06           687           178           428     67.540060    -62.146895   8.32017e+06
"MKTCS-HI J042924.67-613709.7"            12    741.916552    494.182678    380.022555           729           753           485           508           375           386          1586  -8.54911e-04      0.001879    419.900047      1.000000             0      0.127680      2.027542      1.777067      0.349749      0.818234   2.11286e-04   2.70403e+05   2.16900e+05   2.61427e+05      9.114099      8.022084     49.355018      7.636237      7.470160    -85.076670    351.390403      0.507625      0.438232      0.216593     59.384912     67.352800    -61.619349   1.04364e+07           743           493           381     67.348969    -61.621306   1.03933e+07
"MKTCS-HI J043305.15-613641.2"            13    479.893166    499.084976    286.630279           465           492           491           509           282           292          1798  -7.49500e-04      0.003918    943.988799      1.000000             0      0.251113      3.627522      3.093360      1.107163      0.925714   2.21820e-04   2.82412e+05   2.51218e+05   2.66111e+05      9.569765      4.969510     70.876375     11.233405      4.694033     69.400385     75.617699      0.355488      0.230624      0.092074     66.381815     68.271450    -61.611435   1.45558e+07           480           499           288     68.271078    -61.611578   1.44954e+07
"MKTCS-HI J042959.97-612455.6"            14    700.630083    616.791906    274.497839           691           710           608           628           272           277          1206  -4.99811e-04      0.001283    293.861975      1.000000             0      0.380159      1.751905      1.256613      0.420047      0.254898   2.16251e-04   2.20545e+05   1.37613e+05   2.20545e+05      7.893744      5.815100     69.680380      6.628934      3.974656     61.169489    303.316795      0.629049      0.540976      0.206301     53.001195     67.499876    -61.415452   1.50910e+07           702           617           274     67.495108    -61.415093   1.51130e+07
"MKTCS-HI J042905.15-611316.4"            15    767.239081    732.855761    268.770900           755           782           724           741           266           272           954  -5.07722e-04      0.001910    384.845011      1.000000             0      0.168290      2.628399      1.528940      0.285740     -0.338200   2.31633e-04   2.09117e+05   1.68545e+05   1.98696e+05     10.696184      4.355710     66.936691     11.584297      3.372342     67.006455     62.547554      0.612772      0.383525      0.153454     50.492765     67.271439    -61.221225   1.53436e+07           767           732           270     67.272241    -61.222655   1.52894e+07
"MKTCS-HI J043117.04-614524.5"            16    608.357769    412.253476    267.760814           602           616           406           419           266           271           430  -7.15371e-04      0.001189    166.407357      0.990265             0      0.306061      2.353363      1.332340     -0.635604      0.775708   2.55665e-04   1.67614e+05   1.54382e+05   1.65447e+05      5.367037      4.534829     44.400209      3.991561      3.264764     28.702427    193.874227      0.526428      0.534566      0.201219     37.416261     67.820981    -61.756798   1.53882e+07           607           413           269     67.825764    -61.755555   1.53335e+07
"MKTCS-HI J042754.27-611400.7"            17    852.442228    724.516407    261.253662           843           864           714           733           253           265          1219     -0.001285      0.002160    375.485797      1.000000             0      0.107143      1.853420      1.900905     -0.818985      0.747383   3.14887e-04   5.05670e+05   2.69168e+05   5.18167e+05      6.814363      4.296678     54.356730      6.563850      3.050983     55.232370     66.654667      0.455813      0.432781      0.420726     77.591014     66.976107    -61.233541   1.56752e+07           852           725           265     66.977661    -61.232745   1.55099e+07
"MKTCS-HI J042902.81-611032.4"            18    770.301340    760.156933    259.910039           757           785           749           770           256           264          1979  -5.61587e-04      0.002136   1006.035972      1.000000             0      0.256643      2.488830      1.515890      0.407740     -0.261023   2.76432e-04   3.47813e+05   3.32738e+05   3.40799e+05     10.080012      6.234908     69.272126     10.057204      5.926529     75.442607     47.640526      0.409880      0.304932      0.163959     86.789121     67.261689    -61.175679   1.57344e+07           771           760           262     67.259269    -61.175930   1.56423e+07
"MKTCS-HI J042810.48-611813.3"            19    832.417185    682.673958    255.159220           818           847           673           692           248           261          2796     -0.001097      0.005225   2083.260732      1.000000             0      0.261480      3.450342      2.713952      1.109696      1.367087   3.06129e-04   4.60320e+05   4.27651e+05   4.53094e+05      9.414305      5.836388     78.126544     11.424970      5.867450     77.824790    101.952634      0.270577      0.195575      0.137066    114.242551     67.043666    -61.303703   1.59440e+07           833           683           252     67.041657    -61.303148   1.60833e+07
"MKTCS-HI J042807.58-615924.7"            20    830.718895    270.771021    254.748971           815           845           259           283           252           260          2084     -0.003189      0.004755   2683.001836      1.000000             0      0.222222      2.323911      1.490535     -0.709810      1.601560   6.72014e-04   2.73028e+05   1.96092e+05   2.56948e+05     11.602377      7.417688     77.143745     11.003963      6.824180     83.497603    277.851565      0.436789      0.312591      0.117444    216.511686     67.031579    -61.990199   1.59621e+07           835           271           254     67.016397    -61.989727   1.59951e+07
"MKTCS-HI J042625.03-612056.0"            21    958.462647    653.578901    248.832964           944           977           643           670           246           255          2165     -0.001951      0.005801   2554.238671      1.000000             0      0.151461      3.236468      1.960109      0.534185      1.035479   4.99107e-04   2.43924e+05   1.87528e+05   2.24640e+05     11.871845      7.940700    -88.962509     13.133867      7.613605    -85.311719    314.327621      0.378141      0.271933      0.083830    163.899284     66.604294    -61.348884   1.62230e+07           959           651           250     66.602255    -61.353164   1.61716e+07
"MKTCS-HI J043233.54-611357.2"            22    516.452270    726.613363    248.527143           502           531           716           738           241           254          1690     -0.001047      0.003921   1074.771286      1.000000             0      0.126374      4.118560      3.778755      0.381737      0.015575   2.17614e-04   1.93704e+05   1.48085e+05   1.79745e+05      9.442221      7.630194     64.351284     10.400504      8.791160     62.156639    352.831811      0.255645      0.205751      0.075850     63.137019     68.139757    -61.232557   1.62365e+07           515           726           249     68.144796    -61.233569   1.62157e+07
"MKTCS-HI J042746.27-611860.0"            23    861.364223    674.521823    249.602818           848           870           667           683           247           252           843     -0.001180      0.002031    355.164780      1.000000             0      0.245098      2.415947      1.537849     -0.572736      1.969853   2.84921e-04   2.03016e+05   1.59925e+05   1.87822e+05      7.325782      4.831862     85.007208      6.182312      3.882925     84.241970    102.524158      0.587452      0.395918      0.173871     58.383911     66.942804    -61.316655   1.61891e+07           862           675           251     66.940620    -61.315844   1.61275e+07
"MKTCS-HI J043445.35-615513.1"            24    363.184797    312.623970    245.408695           347           375           305           323           239           249          1237     -0.002102      0.003424    586.157270      1.000000             0      0.082396      1.767964      2.074434     -0.889320      0.463058   5.49604e-04   3.09894e+05   2.92999e+05   3.08575e+05      8.720788      5.721035    -89.959419      8.935250      3.076476     85.474426    257.946542      0.684511      0.432007      0.323509    136.423558     68.688970    -61.920317   1.63741e+07           365           312           243     68.682571    -61.921396   1.64803e+07
"MKTCS-HI J042916.64-604954.7"            25    755.294101    966.572604    232.873520           744           766           957           977           231           235          1136     -0.001405      0.006442   1445.615398      1.000000             0      0.410196      2.709493      2.046721      0.888373      0.231105   6.54482e-04   1.72833e+05   1.44880e+05   1.66410e+05      7.959915      6.804578     61.944209      7.124693      5.240129     67.358254     94.202216      0.414582      0.420172      0.108476    155.683072     67.319352    -60.831869   1.69270e+07           755           968           232     67.320397    -60.829494   1.69655e+07
"MKTCS-HI J042915.59-605720.0"            26    755.974143    892.355889    224.835169           747           766           884           901           222           228           650     -0.001582      0.002529    386.393604      0.999892             0      0.150510      2.368183      1.604174     -0.722299      0.646194   3.79289e-04   1.80304e+05   1.46373e+05   1.66901e+05      7.419819      4.964255    -70.027324      7.955874      3.663613    -69.167296    299.134139      0.483412      0.437414      0.169373     68.246584     67.314954    -60.955556   1.72816e+07           755           892           226     67.318288    -60.956163   1.72302e+07
"MKTCS-HI J043422.93-614703.0"            27    388.637140    394.620506    220.585302           380           396           387           404           218           224           923     -0.001348      0.001675    348.612281      0.996158             0      0.310606      1.802313      1.186223     -1.079069      3.376512   3.14781e-04   2.64654e+05   1.84079e+05   2.64654e+05      6.355212      5.490356    -69.471888      5.821109      4.548272    -61.721991    314.506183      0.494177      0.453283      0.246193     67.493809     68.595522    -61.784178   1.74690e+07           388           393           221     68.597833    -61.786867   1.74507e+07
"MKTCS-HI J043017.58-610833.3"            28    680.260088    780.604817    213.885462           668           692           772           789           211           219          1172  -7.35340e-04      0.001127    298.346521      0.987496             0      0.198343      1.578000      1.123149     -0.583292      1.047110   2.68287e-04   2.95765e+05   2.72567e+05   2.90513e+05      9.180352      5.765648    -62.008697      4.775131      3.374572    -48.238976    306.459777      0.746479      0.533061      0.283169     64.821330     67.573254    -61.142595   1.77645e+07           682           779           213     67.567222    -61.145258   1.78036e+07
"MKTCS-HI J043043.23-612116.0"            29    648.985887    653.606867    216.615774           635           660           639           661           214           219          1119  -6.57155e-04      0.001572    353.180161      1.000000             0      0.186765      2.831531      1.869929     -0.255643      0.701829   1.79809e-04   2.08565e+05   1.76646e+05   2.05624e+05      8.902804      7.073853     46.070923      9.455283      6.756277     30.261327     44.634500      0.441188      0.450461      0.120387     42.450197     67.680110    -61.354437   1.76441e+07           649           655           215     67.680074    -61.352116   1.77154e+07
"MKTCS-HI J043135.51-614709.8"            30    586.514816    394.692005    214.955861           580           593           387           401           214           217           327  -4.84743e-04      0.001457    128.277933      0.999014             0      0.256944      3.447832      1.100303     -1.260521      5.928955   2.59025e-04   1.08405e+05   8.47823e+04   1.04078e+05      5.603657      3.696371     62.827162      4.159997      2.922228     64.759431     44.182635      0.636992      0.549118      0.154750     33.057557     67.897957    -61.786063   1.77173e+07           587           395           215     67.896246    -61.785550   1.77154e+07
"MKTCS-HI J043253.98-614259.0"            31    493.524438    436.191279    210.715278           487           501           431           442           210           215           322  -7.84333e-04      0.001972    149.780869      1.000000             0      0.261364      2.864843      1.979939     -0.677914      1.623475   2.06349e-04   1.07406e+05   7.49719e+04   9.52812e+04      5.259974      3.893096     59.951018      5.133063      3.414382     54.601501     48.842193      0.401934      0.348720      0.102135     26.132664     68.224935    -61.716395   1.79044e+07           492           436           210     68.230301    -61.716699   1.79359e+07
